time,vel_r,cmd_r
126.313,0.0016341195441782468,0.0
126.333,0.006828509271144867,0.0
126.353,0.0023817750625312333,0.0
126.373,0.0019824281334877023,0.0
126.393,-0.005521349608898161,0.0
126.413,0.0035861395299434675,0.0
126.433,0.0019393205875530848,0.0
126.453,0.0004179568495601411,0.0
126.473,-0.0039055740926414733,0.0
126.493,-0.0004896476166322835,0.0
126.513,-0.001996187958866358,0.0
126.533,0.0009788410970941186,0.0
126.553,0.0020314739085733895,0.0
126.573,-0.0014962798450142145,0.0
126.593,-8.149654604495298e-07,0.0
126.613,-0.0052316198125481606,0.0
126.633,-0.0009603435173630708,0.0
126.653,-0.002190747763961553,0.0
126.673,-0.0014946726150810716,0.0
126.693,0.0020364285446703434,0.0
126.713,0.0016839122399687765,0.0
126.733,-0.001453957287594676,0.0
126.753,-0.0004244127776473764,0.0
126.773,-0.007312134839594365,0.0
126.793,0.0014375542523339389,0.0
126.813,0.0033204001374542718,0.0
126.833,0.003354817628860473,0.0
126.853,0.0006894739344716079,0.0
126.873,-0.007832378149032591,0.0
126.893,0.0013517038896679878,0.0
126.913,0.002594290534034371,0.0
126.933,-0.003667880082502961,0.0
126.953,-0.000642527011223137,0.0
126.973,0.0010002972558140761,0.0
126.993,-0.002067944034934043,0.0
127.013,-0.004660803824663161,0.0
127.033,0.0033725772518664594,0.0
127.053,0.00256665819324553,0.0
127.073,0.00015401543350890263,0.0
127.093,0.0028466021176427607,0.0
127.113,-0.0006816224195063107,0.0
127.133,-0.0030562325846403833,0.0
127.153,0.0006018079002387825,0.0
127.173,0.003953440114855766,0.0
127.193,0.002558009698987007,0.0
127.213,0.003605141304433346,0.0
127.233,0.00042893824866041525,0.0
127.253,-0.0018410021439194675,0.0
127.273,-0.0006775341462343934,0.0
127.293,0.0008388756541535251,0.0
127.313,0.0018757906509563333,0.0
127.333,0.0018403108697384602,0.0
127.353,-0.0038906035479158163,0.0
127.373,0.0033691569697111845,0.0
127.393,-0.0020082711707800622,0.5
127.413,0.0007012947462499142,0.5
127.433,-0.0006696485215798014,0.5
127.453,0.012805071659386158,0.5
127.473,0.04018032178282738,0.5
127.493,0.07062768191099167,0.5
127.513,0.1065550222992897,0.5
127.533,0.12180864065885544,0.5
127.553,0.14110492169857025,0.5
127.573,0.1686561107635498,0.5
127.593,0.19606803357601166,0.5
127.613,0.21159672737121582,0.5
127.633,0.23382914066314697,0.5
127.653,0.24340587854385376,0.5
127.673,0.2591419816017151,0.5
127.693,0.2737846076488495,0.5
127.713,0.28581511974334717,0.5
127.733,0.29645127058029175,0.5
127.753,0.30991920828819275,0.5
127.773,0.31744998693466187,0.5
127.793,0.3259635269641876,0.5
127.813,0.3336673974990845,0.5
127.833,0.34477120637893677,0.5
127.853,0.35170331597328186,0.5
127.873,0.3545328676700592,0.5
127.893,0.3650980591773987,0.5
127.913,0.366635262966156,0.5
127.933,0.3739907145500183,0.5
127.953,0.383752703666687,0.5
127.973,0.3773897886276245,0.5
127.993,0.3856545388698578,0.5
128.013,0.38874852657318115,0.5
128.033,0.391075074672699,0.5
128.053,0.3942672312259674,0.5
128.073,0.39537513256073,0.5
128.093,0.39620092511177063,0.5
128.113,0.4077930152416229,0.5
128.133,0.40753182768821716,0.5
128.153,0.406114399433136,0.5
128.173,0.4074515700340271,0.5
128.193,0.4106239676475525,0.5
128.213,0.408469557762146,0.5
128.233,0.41168317198753357,0.5
128.253,0.4174676835536957,0.5
128.273,0.42085084319114685,0.5
128.293,0.4211938977241516,0.5
128.313,0.41632622480392456,0.5
128.333,0.4175536036491394,0.5
128.353,0.41988545656204224,0.5
128.373,0.42343172430992126,0.5
128.393,0.42041346430778503,0.5
128.413,0.4206666052341461,0.5
128.433,0.42769572138786316,0.5
128.453,0.42526885867118835,0.5
128.473,0.42403140664100647,0.5
128.493,0.43194669485092163,0.5
128.513,0.4207393527030945,0.5
128.533,0.4307704567909241,0.5
128.553,0.4265027642250061,0.5
128.573,0.42279836535453796,0.5
128.593,0.4230653941631317,0.5
128.613,0.4275341033935547,0.5
128.633,0.43032217025756836,0.5
128.653,0.42067965865135193,0.5
128.673,0.42548999190330505,0.5
128.693,0.42932286858558655,0.5
128.713,0.4261331558227539,0.5
128.733,0.4286252558231354,0.5
128.753,0.4329240620136261,0.5
128.773,0.43636447191238403,0.5
128.793,0.4251052439212799,0.5
128.813,0.42879417538642883,0.5
128.833,0.431110143661499,0.5
128.853,0.42704108357429504,0.5
128.873,0.4277987480163574,0.5
128.893,0.4331766366958618,0.5
128.913,0.4308431148529053,0.5
128.933,0.43025460839271545,0.5
128.953,0.42681193351745605,0.5
128.973,0.42623648047447205,0.5
128.993,0.4329107701778412,0.5
129.013,0.4258742928504944,0.5
129.033,0.4317273795604706,0.5
129.053,0.4303913116455078,0.5
129.073,0.42738884687423706,0.5
129.093,0.4287571310997009,0.5
129.113,0.4316461980342865,0.5
129.133,0.4316955804824829,0.5
129.153,0.4326549768447876,0.5
129.173,0.43197476863861084,0.5
129.193,0.4311591386795044,0.5
129.213,0.4371401071548462,0.5
129.233,0.42778098583221436,0.5
129.253,0.43321526050567627,0.5
129.273,0.4302554726600647,0.5
129.293,0.430632621049881,0.5
129.313,0.43264952301979065,0.5
129.333,0.4286319315433502,0.5
129.353,0.4303593039512634,0.5
129.373,0.4302885830402374,0.5
129.393,0.4287926256656647,0.5
129.413,0.4266938865184784,0.5
129.433,0.43301454186439514,0.5
129.453,0.4340960383415222,0.5
129.473,0.4309472441673279,0.5
129.493,0.4363217055797577,0.5
129.513,0.4384017884731293,0.5
129.533,0.4294806718826294,0.5
129.553,0.4347720444202423,0.5
129.573,0.43286556005477905,0.5
129.593,0.4302099049091339,0.5
129.613,0.4338560700416565,0.5
129.633,0.42977485060691833,0.5
129.653,0.42767930030822754,0.5
129.673,0.4292188584804535,0.5
129.693,0.4328358471393585,0.5
129.713,0.43716999888420105,0.5
129.733,0.4283697307109833,0.5
129.753,0.433563768863678,0.5
129.773,0.43446698784828186,0.5
129.793,0.4333311915397644,0.5
129.813,0.4319777190685272,0.5
129.833,0.4345771074295044,0.5
129.853,0.4328082799911499,0.5
129.873,0.4357306659221649,0.5
129.893,0.4349595606327057,0.5
129.913,0.43634068965911865,0.5
129.933,0.43483999371528625,0.5
129.953,0.4374823570251465,0.5
129.973,0.43669942021369934,0.5
129.993,0.4350282847881317,0.5
130.013,0.4328184723854065,0.5
130.033,0.4331311583518982,0.5
130.053,0.4353835880756378,0.5
130.073,0.4327179193496704,0.5
130.093,0.4374810457229614,0.5
130.113,0.4356554448604584,0.5
130.133,0.43710407614707947,0.5
130.153,0.4372621476650238,0.5
130.173,0.4382740259170532,0.5
130.193,0.4347497522830963,0.5
130.213,0.43249690532684326,0.5
130.233,0.4327617883682251,0.5
130.253,0.433772474527359,0.5
130.273,0.4349919259548187,0.5
130.293,0.4392511248588562,0.5
130.313,0.4355478286743164,0.5
130.333,0.43312951922416687,0.5
130.353,0.43689945340156555,0.5
130.373,0.4367006719112396,0.5
130.393,0.43475764989852905,0.5
130.413,0.43999016284942627,0.5
130.433,0.43512946367263794,0.5
130.453,0.43518850207328796,0.5
130.473,0.43273618817329407,0.5
130.493,0.4295259416103363,0.5
130.513,0.42885205149650574,0.5
130.533,0.43754076957702637,0.5
130.553,0.43316492438316345,0.5
130.573,0.43863213062286377,0.5
130.593,0.4352972209453583,0.5
130.613,0.4406285583972931,0.5
130.633,0.4343108832836151,0.5
130.653,0.4401473104953766,0.5
130.673,0.4363141357898712,0.5
130.693,0.43753090500831604,0.5
130.713,0.4364706873893738,0.5
130.733,0.43834370374679565,0.5
130.753,0.43657928705215454,0.5
130.773,0.43402203917503357,0.5
130.793,0.4433310031890869,0.5
130.813,0.435733824968338,0.5
130.833,0.43663713335990906,0.5
130.853,0.44022229313850403,0.5
130.873,0.44190090894699097,0.5
130.893,0.4396679103374481,0.5
130.913,0.4380571246147156,0.5
130.933,0.4382084310054779,0.5
130.953,0.4380124807357788,0.5
130.973,0.43024078011512756,0.5
130.993,0.44290676712989807,0.5
131.013,0.43657928705215454,0.5
131.033,0.43712010979652405,0.5
131.053,0.4335474669933319,0.5
131.073,0.43968459963798523,0.5
131.093,0.44374483823776245,0.5
131.113,0.4370226562023163,0.5
131.133,0.4403602182865143,0.5
131.153,0.4343268573284149,0.5
131.173,0.4370998740196228,0.5
131.193,0.4363400638103485,0.5
131.213,0.43648579716682434,0.5
131.233,0.44294607639312744,0.5
131.253,0.43900561332702637,0.5
131.273,0.4397737979888916,0.5
131.293,0.4403814375400543,0.5
131.313,0.44203272461891174,0.5
131.333,0.43922656774520874,0.5
131.353,0.44694438576698303,0.5
131.373,0.4363245964050293,0.5
131.393,0.44350242614746094,0.5
131.413,0.4396522045135498,0.5
131.433,0.43845200538635254,0.5
131.453,0.43904104828834534,0.5
131.473,0.4420957863330841,0.5
131.493,0.4418039321899414,0.5
131.513,0.44225427508354187,0.5
131.533,0.4423096776008606,0.5
131.553,0.44213253259658813,0.5
131.573,0.441315621137619,0.5
131.593,0.44283348321914673,0.5
131.613,0.4464249312877655,0.5
131.633,0.4426428973674774,0.5
131.653,0.4317817986011505,0.5
131.673,0.4463368356227875,0.5
131.693,0.4392852783203125,0.5
131.713,0.4395667314529419,0.5
131.733,0.43659260869026184,0.5
131.753,0.44395601749420166,0.5
131.773,0.4396078586578369,0.5
131.793,0.43861672282218933,0.5
131.813,0.44280806183815,0.5
131.833,0.44111886620521545,0.5
131.853,0.4401969313621521,0.5
131.873,0.4458964765071869,0.5
131.893,0.4374367892742157,0.5
131.913,0.4422982931137085,0.5
131.933,0.4425435960292816,0.5
131.953,0.439483106136322,0.5
131.973,0.4355630576610565,0.5
131.993,0.4394081234931946,0.5
132.013,0.44208481907844543,0.5
132.033,0.44033312797546387,0.5
132.053,0.44460949301719666,0.5
132.073,0.44237020611763,0.5
132.093,0.4468245506286621,0.5
132.113,0.444145530462265,0.5
132.133,0.445064514875412,0.5
132.153,0.44619420170783997,0.5
132.173,0.444274365901947,0.5
132.193,0.43750205636024475,0.5
132.213,0.4427589774131775,0.5
132.233,0.4449375569820404,0.5
132.253,0.44047683477401733,0.5
132.273,0.4408000707626343,0.5
132.293,0.44208860397338867,0.5
132.313,0.4423993229866028,0.5
132.333,0.4428004324436188,0.5
132.353,0.43656519055366516,0.5
132.373,0.4437113404273987,0.5
132.393,0.4482487738132477,0.5
132.413,0.4472517669200897,0.5
132.433,0.44518008828163147,0.5
132.453,0.4474289119243622,0.5
132.473,0.44072645902633667,0.5
132.493,0.43905121088027954,0.5
132.513,0.4404193162918091,0.5
132.533,0.44030365347862244,0.5
132.553,0.44254329800605774,0.5
132.573,0.437621533870697,0.5
132.593,0.44279423356056213,0.5
132.613,0.4497055411338806,0.5
132.633,0.4449254870414734,0.5
132.653,0.44324225187301636,0.5
132.673,0.4380929172039032,0.5
132.693,0.4470057785511017,0.5
132.713,0.44588175415992737,0.5
132.733,0.4428553283214569,0.5
132.753,0.4533159136772156,0.5
132.773,0.4427347183227539,0.5
132.793,0.4428921639919281,0.5
132.813,0.4408741295337677,0.5
132.833,0.44330307841300964,0.5
132.853,0.44107115268707275,0.5
132.873,0.44554516673088074,0.5
132.893,0.4476607143878937,0.5
132.913,0.4523797035217285,0.5
132.933,0.4482377767562866,0.5
132.953,0.4393342435359955,0.5
132.973,0.4466502070426941,0.5
132.993,0.445801317691803,0.5
133.013,0.44769206643104553,0.5
133.033,0.44196173548698425,0.5
133.053,0.4480576515197754,0.5
133.073,0.4451921582221985,0.5
133.093,0.44206702709198,0.5
133.113,0.44865450263023376,0.5
133.133,0.4425252079963684,0.5
133.153,0.4438417851924896,0.5
133.173,0.44103285670280457,0.5
133.193,0.449888676404953,0.5
133.213,0.44541242718696594,0.5
133.233,0.4466565251350403,0.5
133.253,0.44156548380851746,0.5
133.273,0.4449826180934906,0.5
133.293,0.4420187175273895,0.5
133.313,0.4491814374923706,0.5
133.333,0.45011597871780396,0.5
133.353,0.44217491149902344,0.5
133.373,0.45059916377067566,0.5
133.393,0.44624215364456177,0.5
133.413,0.44593408703804016,0.5
133.433,0.443285197019577,0.5
133.453,0.44454169273376465,0.5
133.473,0.4459037184715271,0.5
133.493,0.44421735405921936,0.5
133.513,0.4501163065433502,0.5
133.533,0.44534534215927124,0.5
133.553,0.4521620571613312,0.5
133.573,0.4488455057144165,0.5
133.593,0.44690361618995667,0.5
133.613,0.4532553553581238,0.5
133.633,0.4517088234424591,0.5
133.653,0.4454282224178314,0.5
133.673,0.45037510991096497,0.5
133.693,0.4439079165458679,0.5
133.713,0.44284361600875854,0.5
133.733,0.44559353590011597,0.5
133.753,0.4480718970298767,0.5
133.773,0.44428178668022156,0.5
133.793,0.4484196603298187,0.5
133.813,0.4506048262119293,0.5
133.833,0.4486032724380493,0.5
133.853,0.4472821354866028,0.5
133.873,0.4477849304676056,0.5
133.893,0.4491806924343109,0.5
133.913,0.44837716221809387,0.5
133.933,0.4517349302768707,0.5
133.953,0.44557809829711914,0.5
133.973,0.4457714855670929,0.5
133.993,0.4477771520614624,0.5
134.013,0.4495598375797272,0.5
134.033,0.44206753373146057,0.5
134.053,0.4459090232849121,0.5
134.073,0.4476485550403595,0.5
134.093,0.44752171635627747,0.5
134.113,0.4455222189426422,0.5
134.133,0.4462490677833557,0.5
134.153,0.4522102177143097,0.5
134.173,0.4516953229904175,0.5
134.193,0.4480973184108734,0.5
134.213,0.44844192266464233,0.5
134.233,0.44589391350746155,0.5
134.253,0.45578107237815857,0.5
134.273,0.45070555806159973,0.5
134.293,0.4493875801563263,0.5
134.313,0.4459695518016815,0.5
134.333,0.44727039337158203,0.5
134.353,0.4511208236217499,0.5
134.373,0.44261783361434937,0.5
134.393,0.44673407077789307,0.5
134.413,0.4497454762458801,0.5
134.433,0.45189544558525085,0.5
134.453,0.44356775283813477,0.5
134.473,0.4498148560523987,0.5
134.493,0.44824129343032837,0.5
134.513,0.4530004560947418,0.5
134.533,0.4492797255516052,0.5
134.553,0.44733697175979614,0.5
134.573,0.4532756507396698,0.5
134.593,0.44534361362457275,0.5
134.613,0.4541955292224884,0.5
134.633,0.44917431473731995,0.5
134.653,0.44808313250541687,0.5
134.673,0.45071831345558167,0.5
134.693,0.4512123763561249,0.5
134.713,0.4503474831581116,0.5
134.733,0.45369061827659607,0.5
134.753,0.44999510049819946,0.5
134.773,0.44810155034065247,0.5
134.793,0.45045119524002075,0.5
134.813,0.4472329616546631,0.5
134.833,0.4526870846748352,0.5
134.853,0.45593488216400146,0.5
134.873,0.45250314474105835,0.5
134.893,0.44772565364837646,0.5
134.913,0.4448656737804413,0.5
134.933,0.45423856377601624,0.5
134.953,0.4538993537425995,0.5
134.973,0.4563649296760559,0.5
134.993,0.45192113518714905,0.5
135.013,0.44918009638786316,0.5
135.033,0.4500397741794586,0.5
135.053,0.4574476480484009,0.5
135.073,0.45403724908828735,0.5
135.093,0.45671719312667847,0.5
135.113,0.45237997174263,0.5
135.133,0.45525380969047546,0.5
135.153,0.45252588391304016,0.5
135.173,0.45218223333358765,0.5
135.193,0.4481436312198639,0.5
135.213,0.45192205905914307,0.5
135.233,0.44804856181144714,0.5
135.253,0.45206838846206665,0.5
135.273,0.45246100425720215,0.5
135.293,0.45034900307655334,0.5
135.313,0.44975990056991577,0.5
135.333,0.45388689637184143,0.5
135.353,0.4514709711074829,0.5
135.373,0.4485338032245636,0.5
135.393,0.45426973700523376,0.5
135.413,0.457250714302063,0.5
135.433,0.4463629424571991,0.0
135.453,0.453194260597229,0.0
135.473,0.4560328423976898,0.0
135.493,0.4444980323314667,0.0
135.513,0.423981249332428,0.0
135.533,0.3974680006504059,0.0
135.553,0.36891400814056396,0.0
135.573,0.33792808651924133,0.0
135.593,0.31394320726394653,0.0
135.613,0.28969451785087585,0.0
135.633,0.2704554498195648,0.0
135.653,0.2446899265050888,0.0
135.673,0.22959508001804352,0.0
135.693,0.21089614927768707,0.0
135.713,0.20373617112636566,0.0
135.733,0.18161164224147797,0.0
135.753,0.16517598927021027,0.0
135.773,0.1560831069946289,0.0
135.793,0.1430850625038147,0.0
135.813,0.1277199536561966,0.0
135.833,0.12445991486310959,0.0
135.853,0.11655286699533463,0.0
135.873,0.10513927042484283,0.0
135.893,0.10044009238481522,0.0
135.913,0.10072935372591019,0.0
135.933,0.09134045988321304,0.0
135.953,0.0789608508348465,0.0
135.973,0.08493106067180634,0.0
135.993,0.07088180631399155,0.0
136.013,0.07026124000549316,0.0
136.033,0.0610651858150959,0.0
136.053,0.06296151876449585,0.0
136.073,0.06284972280263901,0.0
136.093,0.061183277517557144,0.0
136.113,0.057049788534641266,0.0
136.133,0.05406411364674568,0.0
136.153,0.054278336465358734,0.0
136.173,0.05179664492607117,0.0
136.193,0.041048504412174225,0.0
136.213,0.04959636554121971,0.0
136.233,0.039918072521686554,0.0
136.253,0.03953096270561218,0.0
136.273,0.04348920285701752,0.0
136.293,0.03686090558767319,0.0
136.313,0.03243185579776764,0.0
136.333,0.03324403241276741,0.0
136.353,0.03921351581811905,0.0
136.373,0.03900666907429695,0.0
136.393,0.037271320819854736,0.0
136.413,0.034141767770051956,0.0
136.433,0.02877817302942276,0.0
136.453,0.03351059556007385,0.0
136.473,0.029046721756458282,0.0
136.493,0.03266998752951622,0.0
136.513,0.034057289361953735,0.0
136.533,0.029736559838056564,0.0
136.553,0.03629782050848007,0.0
136.573,0.031108299270272255,0.0
136.593,0.03283856809139252,0.0
136.613,0.028906475752592087,0.0
136.633,0.024179866537451744,0.0
136.653,0.02803138457238674,0.0
136.673,0.02825041115283966,0.0
136.693,0.028223080560564995,0.0
136.713,0.03080420009791851,0.0
136.733,0.02734893374145031,0.0
136.753,0.028137557208538055,0.0
136.773,0.027790727093815804,0.0
136.793,0.031108373776078224,0.0
136.813,0.02957155369222164,0.0
136.833,0.030534490942955017,0.0
136.853,0.026870381087064743,0.0
136.873,0.023403747007250786,0.0
136.893,0.02795925922691822,0.0
136.913,0.025982679799199104,0.0
136.933,0.02179849147796631,0.0
136.953,0.03217214345932007,0.0
136.973,0.0304502435028553,0.0
136.993,0.026088088750839233,0.0
137.013,0.03301141783595085,0.0
137.033,0.021065564826130867,0.0
137.053,0.02624618075788021,0.0
137.073,0.025164935737848282,0.0
137.093,0.028890617191791534,0.0
137.113,0.02490086480975151,0.0
137.133,0.02559809200465679,0.0
137.153,0.025201553478837013,0.0
137.173,0.024427609518170357,0.0
137.193,0.029835300520062447,0.0
137.213,0.021649200469255447,0.0
137.233,0.02826535701751709,0.0
137.253,0.02673946507275105,0.0
137.273,0.024608975276350975,0.0
137.293,0.027945665642619133,0.0
137.313,0.030079815536737442,0.0
137.333,0.022311313077807426,0.0
137.353,0.02344837412238121,0.0
137.373,0.021580565720796585,0.0
137.393,0.026850484311580658,0.0
137.413,0.02882847748696804,0.0
137.433,0.026716142892837524,0.0
137.453,0.02850484661757946,0.0
137.473,0.02660287544131279,0.0
137.493,0.025839094072580338,0.0
137.513,0.017949756234884262,0.0
137.533,0.02932017855346203,0.0
137.553,0.02697218395769596,0.0
137.573,0.0302213616669178,0.0
137.593,0.01922008767724037,0.0
137.613,0.027527833357453346,0.0
137.633,0.022406890988349915,0.0
137.653,0.024859381839632988,0.0
137.673,0.026608429849147797,0.0
137.693,0.024957437068223953,0.0
137.713,0.027893727645277977,0.0
137.733,0.02582482062280178,0.0
137.753,0.024690713733434677,0.0
137.773,0.019595013931393623,0.0
137.793,0.023285457864403725,0.0
137.813,0.023102164268493652,0.0
137.833,0.0255143865942955,0.0
137.853,0.028218591585755348,0.0
137.873,0.02544671669602394,0.0
137.893,0.02992185950279236,0.0
137.913,0.02337004244327545,0.0
137.933,0.019729724153876305,0.0
137.953,0.024093111976981163,0.0
137.973,0.022603178396821022,0.0
137.993,0.02874191291630268,0.0
138.013,0.023350512608885765,0.0
138.033,0.02765902504324913,0.0
138.053,0.02816111408174038,0.0
138.073,0.02677237056195736,0.0
138.093,0.021907296031713486,0.0
138.113,0.02856503054499626,0.0
138.133,0.02444785088300705,0.0
138.153,0.024330800399184227,0.0
138.173,0.02664758451282978,0.0
138.193,0.02690907195210457,0.0
138.213,0.027123209089040756,0.0
138.233,0.019526300951838493,0.0
138.253,0.025212030857801437,0.0
138.273,0.020004983991384506,0.0
138.293,0.0210731104016304,0.0
138.313,0.0249432772397995,0.0
138.333,0.024432601407170296,0.0
138.353,0.024088436737656593,0.0
138.373,0.02372770570218563,0.0
138.393,0.021128814667463303,0.0
138.413,0.021319417282938957,0.0
138.433,0.022413020953536034,0.0
138.453,0.023832397535443306,0.0
138.473,0.0246746763586998,0.0
138.493,0.026211420074105263,0.0
138.513,0.02589801698923111,0.0
138.533,0.023913197219371796,0.0
138.553,0.023849323391914368,0.0
138.573,0.0230703242123127,0.0
138.593,0.027724772691726685,0.0
138.613,0.021740740165114403,0.0
138.633,0.026204483583569527,0.0
138.653,0.0177768487483263,0.0
138.673,0.023602942004799843,0.0
138.693,0.02475939504802227,0.0
138.713,0.019071538001298904,0.0
138.733,0.023619193583726883,0.0
138.753,0.02000230737030506,0.0
138.773,0.02724323607981205,0.0
138.793,0.030230119824409485,0.0
138.813,0.026501445099711418,0.0
138.833,0.020112745463848114,0.0
138.853,0.02411590702831745,0.0
138.873,0.02572961151599884,0.0
138.893,0.02410193905234337,0.0
138.913,0.015408127568662167,0.0
138.933,0.015615329146385193,0.0
138.953,0.024705788120627403,0.0
138.973,0.02957901917397976,0.0
138.993,0.018312308937311172,0.0
139.013,0.02638406865298748,0.0
139.033,0.024525459855794907,0.0
139.053,0.01573134958744049,0.0
139.073,0.024328017607331276,0.0
139.093,0.025938527658581734,0.0
139.113,0.021729251369833946,0.0
139.133,0.02213960327208042,0.0
139.153,0.018864985555410385,0.0
139.173,0.02179855667054653,0.0
139.193,0.02231770195066929,0.0
139.213,0.020889095962047577,0.0
139.233,0.02579210139811039,0.0
139.253,0.023956749588251114,0.0
139.273,0.024119479581713676,0.0
139.293,0.018256718292832375,0.0
139.313,0.024450942873954773,0.0
139.333,0.024734074249863625,0.0
139.353,0.01854117028415203,0.0
139.373,0.024104243144392967,0.0
139.393,0.022230833768844604,0.0
139.413,0.017407171428203583,0.0
139.433,0.02397884614765644,0.0
139.453,0.024550598114728928,0.0
139.473,0.021894268691539764,0.0
139.493,0.025262292474508286,0.0
139.513,0.020949702709913254,0.0
139.533,0.022946452721953392,0.0
139.553,0.01891060546040535,0.0
139.573,0.02836047112941742,0.0
139.593,0.01678299531340599,0.0
139.613,0.025734785944223404,0.0
139.633,0.017722535878419876,0.0
139.653,0.022711044177412987,0.0
139.673,0.028412872925400734,0.0
139.693,0.026181945577263832,0.0
139.713,0.024516023695468903,0.0
139.733,0.01831541396677494,0.0
139.753,0.02129967324435711,0.0
139.773,0.018221493810415268,0.0
139.793,0.017444878816604614,0.0
139.813,0.023278959095478058,0.0
139.833,0.02244919165968895,0.0
139.853,0.01875663548707962,0.0
139.873,0.022718628868460655,0.0
139.893,0.016900386661291122,0.0
139.913,0.02407880686223507,0.0
139.933,0.021971015259623528,0.0
139.953,0.02490420453250408,0.0
139.973,0.02340918593108654,0.0
139.993,0.026789505034685135,0.0
140.013,0.02395986020565033,0.0
140.033,0.025071239098906517,0.0
140.053,0.019301678985357285,0.0
140.073,0.02365746907889843,0.0
140.093,0.022279895842075348,0.0
140.113,0.024336332455277443,0.0
140.133,0.022215653210878372,0.0
140.153,0.02078207954764366,0.0
140.173,0.02187882363796234,0.0
140.193,0.020502623170614243,0.0
140.213,0.02081502601504326,0.0
140.233,0.02163809910416603,0.0
140.253,0.025395620614290237,0.0
140.273,0.025357965379953384,0.0
140.293,0.018047254532575607,0.0
140.313,0.015912169590592384,0.0
140.333,0.021869631484150887,0.0
140.353,0.02121695876121521,0.0
140.373,0.01871941052377224,0.0
140.393,0.01789967156946659,0.0
140.413,0.017720472067594528,0.0
140.433,0.021994736045598984,0.0
140.453,0.020197488367557526,0.0
140.473,0.023025788366794586,0.0
140.493,0.018072154372930527,0.0
140.513,0.023840952664613724,0.0
140.533,0.021574607118964195,0.0
140.553,0.017530333250761032,0.0
140.573,0.022076301276683807,0.0
140.593,0.020618675276637077,0.0
140.613,0.017989767715334892,0.0
140.633,0.021857356652617455,0.0
140.653,0.016247747465968132,0.0
140.673,0.02177143096923828,0.0
140.693,0.01904604211449623,0.0
140.713,0.02119515836238861,0.0
140.733,0.021523436531424522,0.0
140.753,0.021878119558095932,0.0
140.773,0.020075993612408638,0.0
140.793,0.018494805321097374,0.0
140.813,0.022451402619481087,0.0
140.833,0.013717669993638992,0.0
140.853,0.022524090483784676,0.0
140.873,0.018484672531485558,0.0
140.893,0.02363111451268196,0.0
140.913,0.021708765998482704,0.0
140.933,0.02055654488503933,0.0
140.953,0.01787048950791359,0.0
140.973,0.01884736306965351,0.0
140.993,0.02139591984450817,0.0
141.013,0.01742705889046192,0.0
141.033,0.019533999264240265,0.0
141.053,0.02321169711649418,0.0
141.073,0.015431609936058521,0.0
141.093,0.01755589246749878,0.0
141.113,0.02817111276090145,0.0
141.133,0.018809104338288307,0.0
141.153,0.01736476831138134,0.0
141.173,0.024728264659643173,0.0
141.193,0.017676686868071556,0.0
141.213,0.014593739993870258,0.0
141.233,0.022654812783002853,0.0
141.253,0.025454077869653702,0.0
141.273,0.015059167519211769,0.0
