time,vel_y,cmd_y
75.013,0.0032528663474084775,0.0
75.033,0.0023253383666500447,0.0
75.053,0.002591237290776036,0.0
75.073,0.0028962736749187693,0.0
75.093,0.0031508267312854443,0.0
75.113,0.00357844040636702,0.0
75.133,0.004122721206761437,0.0
75.153,0.004064827602462835,0.0
75.173,0.0037551035646540293,0.0
75.193,0.003240816386217758,0.0
75.213,0.0027920252949954327,0.0
75.233,0.002917661455041965,0.0
75.253,0.003683219756599211,0.0
75.273,0.0042307544750751075,0.0
75.293,0.004428270084503652,0.0
75.313,0.004514532552250614,0.0
75.333,0.0032190226373780225,0.0
75.353,0.0027614772207307054,0.0
75.373,0.002494730344861712,0.0
75.393,0.0023546449302449634,0.0
75.413,0.0026957777215563194,0.0
75.433,0.00340865142725364,0.0
75.453,0.0033085562818915572,0.0
75.473,0.00379907113168697,0.0
75.493,0.0035958369629325053,0.0
75.513,0.003657821849472078,0.0
75.533,0.0031757968732355995,0.0
75.553,0.0036673385276475034,0.0
75.573,0.0036566255776111648,0.0
75.593,0.004044376630787789,0.0
75.613,0.004083275244369446,0.0
75.633,0.004852326317405252,0.0
75.653,0.00464604851332742,0.0
75.673,0.00382601573672074,0.0
75.693,0.004182908135035274,0.0
75.713,0.005035030799114485,0.0
75.733,0.005179842398719583,0.0
75.753,0.006187960485374916,0.0
75.773,0.005951092823034681,0.0
75.793,0.0056171112745128735,0.0
75.813,0.004716017679816613,0.0
75.833,0.00471090771267358,0.0
75.853,0.004748544275783313,0.0
75.873,0.005694338710362234,0.0
75.893,0.004744558949508301,0.0
75.913,0.004004927584246348,0.0
75.933,0.0034606082831335114,0.0
75.953,0.0036674152297775666,0.0
75.973,0.003192919950203254,0.0
75.993,0.002900711624514109,0.0
76.013,0.002472660672574556,0.0
76.033,0.002568815141323318,0.0
76.053,0.0025911382320285177,0.0
76.073,0.0031107600226075787,0.0
76.093,0.003271987955298081,0.0
76.113,0.0030812220084857054,0.0
76.133,0.003714917054372003,0.0
76.153,0.0032984558592555574,0.0
76.173,0.003086049217825514,0.0
76.193,0.002815234029230203,0.0
76.213,0.00201914870019581,0.0
76.233,0.001703726940695863,0.0
76.253,0.0022692527410609615,0.0
76.273,0.002371052826268121,0.0
76.293,0.0028390265752413616,0.0
76.313,0.0029958151705754593,0.0
76.333,0.003582572573412245,0.0
76.353,0.004218200649505625,0.0
76.373,0.004766194339470596,0.0
76.393,0.0042196221293535185,0.0
76.413,0.004368582218787562,0.0
76.433,0.004298701253046652,0.0
76.453,0.003984440962265825,0.0
76.473,0.0032836189826880215,0.0
76.493,0.0023412417540020197,0.0
76.513,0.0023992884193674933,0.0
76.533,0.003534470357288838,0.0
76.553,0.004260606889288635,0.0
76.573,0.00529094285552399,0.0
76.593,0.005060238431316995,0.0
76.613,0.006023925341842326,0.0
76.633,0.0064365960840726015,0.0
76.653,0.006282197092070675,0.0
76.673,0.005602781651395525,0.0
76.693,0.005352496604802807,0.0
76.713,0.00538633398503961,0.0
76.733,0.004926017178942439,0.0
76.753,0.005887724145859737,0.0
76.773,0.00615971513649015,0.0
76.793,0.005648465360282894,0.0
76.813,0.005412072654264068,0.0
76.833,0.005529779170913634,0.0
76.853,0.005272296730643349,0.0
76.873,0.005741136412965376,0.0
76.893,0.006030098819730201,0.0
76.913,0.005345608723405917,0.0
76.933,0.004927966170680031,0.0
76.953,0.004236486865050447,0.0
76.973,0.005976040275711448,0.0
76.993,0.006385424904925826,0.0
77.013,0.006653087449705453,0.0
77.033,0.006889433175303153,0.0
77.053,0.006621169866122977,0.0
77.073,0.006465303885827311,0.0
77.093,0.00616876218618875,0.0
77.113,0.005969552314552915,0.0
77.133,0.005800382141010508,0.0
77.153,0.006471827988493246,0.0
77.173,0.006232794592523319,0.0
77.193,0.0057641068333269116,0.0
77.213,0.005964526368911647,0.0
77.233,0.006409187566142302,0.0
77.253,0.007254122258973448,0.0
77.273,0.007222966897333326,0.0
77.293,0.006738076305949876,0.0
77.313,0.005749189180870426,0.0
77.333,0.006049351542985231,0.0
77.353,0.005877359599629613,0.0
77.373,0.005978010846345432,0.0
77.393,0.006295861786226407,0.0
77.413,0.006306218238679154,0.0
77.433,0.005987261154380667,0.0
77.453,0.005132454095588694,0.0
77.473,0.003997179937354695,0.0
77.493,0.002996434595811219,0.0
77.513,0.0022450329291477974,0.0
77.533,0.002699953103788664,0.0
77.553,0.002465298931801151,0.0
77.573,0.0017699061914870828,0.0
77.593,0.001907667840536946,0.0
77.613,0.0020173174502140416,0.0
77.633,0.0022806756778998437,0.0
77.653,0.0021474114461546914,0.0
77.673,0.0025124515957949465,0.0
77.693,0.002701652995901802,0.0
77.713,0.003508150426934317,0.0
77.733,0.0037268399240603495,0.0
77.753,0.0032700300818905535,0.0
77.773,0.0022390615239728496,0.0
77.793,0.002320296862224972,0.0
77.813,0.002366596153705849,0.0
77.833,0.002893953236356833,0.0
77.853,0.003878394331702762,0.0
77.873,0.00377266247106166,0.0
77.893,0.004230509724425326,0.0
77.913,0.004239266670231483,0.0
77.933,0.00511379600635151,0.0
77.953,0.004691361580886403,0.0
77.973,0.0048297599443606135,0.0
77.993,0.0040969441784447285,0.0
78.013,0.0032907947950833578,0.0
78.033,0.0036491940846102543,0.0
78.053,0.002548626381806571,0.0
78.073,0.0029051808959296766,0.0
78.093,0.003584658342782385,0.0
78.113,0.0029234700613077853,0.0
78.133,0.0038150918344323896,0.0
78.153,0.003066703722472001,0.0
78.173,0.003014206558037092,0.0
78.193,0.002951570598189819,0.0
78.213,0.003358202333591079,0.0
78.233,0.003717451665916948,0.0
78.253,0.0031024370759018044,0.0
78.273,0.0029520304625497693,0.0
78.293,0.003201024001573681,0.0
78.313,0.0032837270925320673,0.0
78.333,0.0034907007890815503,0.0
78.353,0.0029145966023594572,0.0
78.373,0.0027858592852406513,0.0
78.393,0.002358769461075131,0.0
78.413,0.0015746069408191536,0.0
78.433,0.0014204943667809281,0.0
78.453,0.0015073734407078387,0.0
78.473,0.0011516496143824928,0.0
78.493,0.0027326554498035417,0.0
78.513,0.0025461965019683533,0.0
78.533,0.00259503424081574,0.0
78.553,0.001965999703970959,0.0
78.573,0.0023509099165149247,0.0
78.593,0.002203982675085588,0.0
78.613,0.0020818250824668322,0.0
78.633,0.0016155950731302207,0.0
78.653,0.0017488544834943596,0.0
78.673,0.00229802615077533,0.0
78.693,0.0019595917321722773,0.0
78.713,0.0017472190263153296,0.0
78.733,0.0004200348336529943,0.0
78.753,-0.00036109253509709535,0.0
78.773,-0.0007410645841665279,0.0
78.793,-0.0012826343696674236,0.0
78.813,-0.000687159941769207,0.0
78.833,0.00021329551003658722,0.0
78.853,0.0005701774075948032,0.0
