time,vel_z,cmd_z
100.013,-0.0007792175290710258,0.0
100.033,2.109397217852019e-05,0.0
100.053,1.2792131385044034e-05,0.0
100.073,-0.0007291961356801918,0.0
100.093,-0.00032710970026367746,0.0
100.113,-0.0001360874703352457,0.0
100.133,-9.416856526033211e-05,0.0
100.153,-0.00017210878916360336,0.0
100.173,-0.0003378734761931069,0.0
100.193,-0.0004619563646787179,0.0
100.213,-0.000975890639409103,0.0
100.233,-0.0004940512853004108,0.0
100.253,-0.0003816998672557455,0.0
100.273,-0.0005221088204062951,0.0
100.293,0.0001707693461370371,0.0
100.313,-0.0001720695512036131,0.0
100.333,0.0005765548381923004,0.0
100.353,0.00024509270924486437,0.0
100.373,0.0005915135634697496,0.0
100.393,0.00021473086682406034,0.0
100.413,0.00033698077539105433,0.0
100.433,-0.00023661241026680464,0.0
100.453,-0.0008313035544429873,0.0
100.473,-0.0008925515879302069,0.0
100.493,-0.0010978665364965872,0.0
100.513,-0.0012660907355281316,0.0
100.533,-0.0013906946965028602,0.0
100.553,-0.0008768414107367855,0.0
100.573,-0.00022849883465579044,0.0
100.593,2.3789807266043074e-05,0.0
100.613,-0.0005580919860193911,0.0
100.633,0.0006796138028714841,0.0
100.653,0.0011280795664971204,0.0
100.673,0.0009042937876917063,0.0
100.693,0.0010683240370282711,0.0
100.713,0.0014953155694161107,0.0
100.733,0.001092703535291992,0.0
100.753,6.290936848942976e-05,0.0
100.773,-0.0006104035809928746,0.0
100.793,-0.0012592215489755153,0.0
100.813,-0.0011970189007593686,0.0
100.833,-0.0008141634207562624,0.0
100.853,-0.0009325154856863401,0.0
100.873,-5.045024197207625e-05,0.0
100.893,0.000476684187347059,0.0
100.913,0.0005187572341465211,0.0
100.933,0.0008462406034362725,0.0
100.953,0.0018363176679011424,0.0
100.973,0.0019711986096436107,0.0
100.993,0.0010126182220611996,0.0
101.013,9.050663083132102e-05,0.0
101.033,-0.0006033676010007185,0.0
101.053,-0.0010773863193834275,0.0
101.073,-7.079709797868358e-05,0.0
101.093,0.0007514051275692537,0.0
101.113,8.427474910813493e-05,0.0
101.133,-0.00027080549160558506,0.0
101.153,-0.0002680494987944093,0.0
101.173,7.621189944612162e-05,0.0
101.193,0.00024928033915727865,0.0
101.213,4.9516735834666357e-05,0.0
101.233,0.00045430994329017976,0.0
101.253,0.0003277148911912961,0.0
101.273,-5.402739013807362e-05,0.0
101.293,0.0001489629696936838,0.0
101.313,-0.00039570133822081684,0.0
101.333,-0.00031582417130225583,0.0
101.353,0.00018841875931357226,0.0
101.373,0.0004273051610143891,0.0
101.393,-0.0006129338951126666,0.0
101.413,-0.0002252020465064283,0.0
101.433,-0.0007245713588067111,0.0
101.453,-0.0010610100950587816,0.0
101.473,-0.001786477511240743,0.0
101.493,-0.0014226126415587412,0.0
101.513,-0.00109438932999195,0.0
101.533,-0.001474335015250377,0.0
101.553,-0.0017228112121725682,0.0
101.573,-0.0010339966592358264,0.0
101.593,-0.0009242234401404568,0.0
101.613,-0.0009297623254114087,0.0
101.633,-0.0006047377179674706,0.0
101.653,-0.0006840298620319723,0.0
101.673,-0.0010979757792203982,0.0
101.693,-0.0015040877636520495,0.0
101.713,-0.0012464130942885258,0.0
101.733,-0.0006642949883509762,0.0
101.753,-1.8372197569618525e-05,0.0
101.773,0.00024401158761670346,0.0
101.793,0.00047832471164166364,0.0
101.813,0.0001843503790789093,0.0
101.833,0.000654335881997607,0.0
101.853,0.0014125997167875248,0.0
101.873,0.0006812665860400693,0.0
101.893,0.00022742811578597288,0.0
101.913,9.725821308456588e-05,0.0
101.933,0.0002841670647056455,0.0
101.953,-0.0003803370067234004,0.0
101.973,-0.0008109765057689328,0.0
101.993,-0.0015021144695453953,0.0
102.013,-0.001486798746735345,0.0
102.033,-0.0016516161458153364,0.0
102.053,-0.0017292531162760782,0.0
102.073,-0.0023983807901035606,0.0
102.093,-0.002932446633721934,0.0
102.113,-0.002792704712212926,0.0
102.133,-0.001973794232757352,0.0
102.153,-0.0015374840185728234,0.0
102.173,-0.0011327602412036272,0.0
102.193,-0.0014542333161095499,0.0
102.213,-0.0016009676193998563,0.0
102.233,-0.0016710486574231368,0.0
102.253,-0.0014054637134411367,0.0
102.273,-0.0015424720100206033,0.0
102.293,-0.0012214385251236026,0.0
102.313,-0.0013778847980318862,0.0
102.333,-0.0010778949123345948,0.0
102.353,-0.00048684170016285755,0.0
102.373,-0.0002144341672787149,0.0
102.393,-0.0005556394060797555,0.0
102.413,8.967705336696288e-05,0.0
102.433,-8.563514801827152e-05,0.0
102.453,0.0005047973195295865,0.0
102.473,0.0006103584296905172,0.0
102.493,0.00020058365400022423,0.0
102.513,-0.00024333975679545163,0.0
102.533,6.262246567904811e-05,0.0
102.553,0.0006347998179612297,0.0
102.573,0.00048291460561352507,0.0
102.593,-4.573510135481916e-05,0.0
102.613,-0.0006067130662478752,0.0
102.633,-0.0002037445505310607,0.0
102.653,0.0003374985572098254,0.0
102.673,0.0009026511027848441,0.0
102.693,0.0011131093560114165,0.0
102.713,0.0006744687514199557,0.0
102.733,0.00034485373783390124,0.0
102.753,0.0012407487203558083,0.0
102.773,0.0013986665897959775,0.0
102.793,0.0006345000890371824,0.0
102.813,0.0006114007344611281,0.0
102.833,0.0002729856468836469,0.0
102.853,0.0001591136354364257,0.0
102.873,0.0005329724975725847,0.0
102.893,0.0006144213720363317,0.0
102.913,0.001246529616816934,0.0
102.933,0.0011505294028781416,0.0
102.953,0.0005480780557827937,0.0
102.973,0.00011058047055240104,0.0
102.993,-0.000574768345753348,0.0
103.013,-0.0006780699520741108,0.0
103.033,-0.0007305291408622259,0.0
103.053,-0.0007411593962703105,0.0
103.073,-0.00011546011611745331,0.0
103.093,0.00023080185493430314,0.0
103.113,0.00029445642241556256,0.0
103.133,0.0002086836769998927,0.0
103.153,-8.071319124026161e-05,0.0
103.173,-0.0002814116507606839,0.0
103.193,-0.0005887836302891358,0.0
103.213,0.0001308140757407727,0.0
103.233,0.00018834856490836688,0.0
103.253,-0.0004994774165514939,0.0
103.273,-0.001008266016872424,0.0
103.293,-0.00015116708604627404,0.0
103.313,0.0004968894611301982,0.0
103.333,0.001307331686361997,0.0
103.353,0.001993034089269492,0.0
103.373,0.0017930271167377844,0.0
103.393,0.0015059068382221334,0.9999828789888985
103.413,0.0048294701274420905,0.9999828789888985
103.433,0.09348040033911378,0.9999810197780904
103.453,0.23521443598211417,0.9999810197780904
103.473,0.3842074807944126,0.9999810197780904
103.493,0.5220494285651975,0.9999798279505923
103.513,0.6396282021818436,0.9999798279505923
103.533,0.7367784106173122,0.9999836022603491
103.553,0.8128453961755454,0.9999836022603491
103.573,0.871847012003836,0.9999836022603491
103.593,0.9168665666957521,0.9999897199051339
103.613,0.9506740371801852,0.9999897199051339
103.633,0.9754435251794019,0.999985086361656
103.653,0.9942254159511218,0.999985086361656
103.673,1.0077869379304987,0.999985086361656
103.693,1.0171938200158799,0.9999814478708965
103.713,1.024966216001487,0.9999814478708965
103.733,1.0306951789354217,0.9999844883859622
103.753,1.0345661496986753,0.9999844883859622
103.773,1.0377743970885587,0.9999844883859622
103.793,1.0391314647171739,0.9999864692566406
103.813,1.0402438873861974,0.9999864692566406
103.833,1.0410099526895389,0.9999849147474389
103.853,1.041465532466917,0.9999849147474389
103.873,1.0411626930309341,0.9999849147474389
103.893,1.0415767999060306,0.9999841620832995
103.913,1.041788100797672,0.9999841620832995
103.933,1.042512783792527,0.9999835931228394
103.953,1.0431146926584696,0.9999835931228394
103.973,1.043894475385013,0.9999835931228394
103.993,1.0448433944469775,0.9999836108760568
104.013,1.0461414110001277,0.9999836108760568
104.033,1.046827194042971,0.999983283510296
104.053,1.0483830350586651,0.999983283510296
104.073,1.049112098695194,0.999983283510296
104.093,1.0490677249674534,0.9999829161898718
104.113,1.0500236269654655,0.9999829161898718
104.133,1.0503445106351896,0.999981403903678
104.153,1.050953808177138,0.999981403903678
104.173,1.0507448320046748,0.999981403903678
104.193,1.0503059925689349,0.9999779997486324
104.213,1.0493948889457585,0.9999779997486324
104.233,1.0498394136115998,0.9999771513176002
104.253,1.0501696977647275,0.9999771513176002
104.273,1.0511575845176129,0.9999771513176002
104.293,1.0510062932575304,0.9999779888185891
104.313,1.051386341334589,0.9999779888185891
104.333,1.0517268369811432,0.9999791419343027
104.353,1.052356795147128,0.9999791419343027
104.373,1.0529115004211869,0.9999791419343027
104.393,1.0533507595264102,0.999980168811234
104.413,1.054338080524238,0.999980168811234
104.433,1.0550350568780287,0.9999813211459966
104.453,1.0554490200814444,0.9999813211459966
104.473,1.055251137190177,0.9999813211459966
104.493,1.0559242831307023,0.9999813083396012
104.513,1.0561939191531646,0.9999813083396012
104.533,1.0562393316233156,0.9999806176020571
104.553,1.0561138216823611,0.9999806176020571
104.573,1.0557184276415787,0.9999806176020571
104.593,1.0547377626640964,0.9999813429704395
104.613,1.0542516350596325,0.9999813429704395
104.633,1.0537524993545009,0.9999804520193784
104.653,1.0528163311755334,0.9999804520193784
104.673,1.0524109060182418,0.9999804520193784
104.693,1.0523336716421896,0.9999788232726123
104.713,1.0533054214250621,0.9999788232726123
104.733,1.05339535638792,0.9999791404917081
104.753,1.0531292371860426,0.9999791404917081
104.773,1.053211208461244,0.9999791404917081
104.793,1.0536006192498533,0.9999802019009106
104.813,1.0543317725845778,0.9999802019009106
104.833,1.054292649591183,0.9999793466408982
104.853,1.0548061314835742,0.9999793466408982
104.873,1.0563561082558635,0.9999793466408982
104.893,1.0578744264041746,0.9999807475192307
104.913,1.0585368663148464,0.9999807475192307
104.933,1.0582470828083357,0.9999819617188976
104.953,1.0593002077113935,0.9999819617188976
104.973,1.059968136940168,0.9999819617188976
104.993,1.059041771485923,0.999983317570543
105.013,1.0580767715812345,0.999983317570543
105.033,1.0566345728897355,0.9999836182486302
105.053,1.0562128630635181,0.9999836182486302
105.073,1.056337704362722,0.9999836182486302
105.093,1.0558918547319087,0.9999832475922145
105.113,1.0563117255921037,0.9999832475922145
105.133,1.0568987183904903,0.9999836466167744
105.153,1.057713103230901,0.9999836466167744
105.173,1.0578436038486492,0.9999836466167744
105.193,1.0585918253914632,0.9999851077352424
105.213,1.0576469099950496,0.9999851077352424
105.233,1.0567153415897597,0.9999847787347779
105.253,1.0567560830603615,0.9999847787347779
105.273,1.0575043299652667,0.9999847787347779
105.293,1.0570903809723402,0.9999840319002097
105.313,1.0562144211611446,0.9999840319002097
105.333,1.0561458946004814,0.9999832303269871
105.353,1.0561815192766704,0.9999832303269871
105.373,1.056491143768087,0.9999832303269871
105.393,1.0561497815168408,0.999983671170789
105.413,1.0563903561631875,0.999983671170789
105.433,1.0560863922186647,0.9999850178928102
105.453,1.0561593553170985,0.9999850178928102
105.473,1.0571656966654313,0.9999850178928102
105.493,1.0571408235390252,0.9999858899981773
105.513,1.0577506829172951,0.9999858899981773
105.533,1.0577758195098872,0.9999872948708042
105.553,1.0576428134669187,0.9999872948708042
