time,vel_x,cmd_x
50.013,0.004394096853621117,0.0
50.033,0.004923692369860624,0.0
50.053,0.004942794464888345,0.0
50.073,0.005525996199955321,0.0
50.093,0.006309577048451642,0.0
50.113,0.007230837025180782,0.0
50.133,0.006969421708104053,0.0
50.153,0.006746462467793457,0.0
50.173,0.006425561565575271,0.0
50.193,0.005581524162233067,0.0
50.213,0.005116597639973625,0.0
50.233,0.005478316526088761,0.0
50.253,0.004261145967801216,0.0
50.273,0.003705169766803218,0.0
50.293,0.0031581109815496176,0.0
50.313,0.003054904266262441,0.0
50.333,0.0033462937962571476,0.0
50.353,0.0031567971053714384,0.0
50.373,0.0033434549650030398,0.0
50.393,0.0034296758330428553,0.0
50.413,0.0038072097027392598,0.0
50.433,0.0046146525470032755,0.0
50.453,0.004798895453942905,0.0
50.473,0.004387264507533512,0.0
50.493,0.004614961639686308,0.0
50.513,0.0063122997739614405,0.0
50.533,0.006129970217627991,0.0
50.553,0.006177733935309742,0.0
50.573,0.006582567315724736,0.0
50.593,0.006237985229069288,0.0
50.613,0.005961969661358427,0.0
50.633,0.006265416028150009,0.0
50.653,0.006683182664128765,0.0
50.673,0.006726603134799489,0.0
50.693,0.006645053086320894,0.0
50.713,0.007630793131897875,0.0
50.733,0.0073618866102940625,0.0
50.753,0.00806298812142103,0.0
50.773,0.007814483761295503,0.0
50.793,0.00744069084621478,0.0
50.813,0.007758472701510845,0.0
50.833,0.008715874065512585,0.0
50.853,0.009020209166816019,0.0
50.873,0.009345829092270967,0.0
50.893,0.009738017915141619,0.0
50.913,0.009909661377953906,0.0
50.933,0.010772619470829367,0.0
50.953,0.011457121238064761,0.0
50.973,0.011631448119795832,0.0
50.993,0.011861794926057405,0.0
51.013,0.011457945497783159,0.0
51.033,0.011248629108789097,0.0
51.053,0.011180384506844927,0.0
51.073,0.011298450815080576,0.0
51.093,0.011053713361269224,0.0
51.113,0.011001813025693287,0.0
51.133,0.011083280544226685,0.0
51.153,0.011366984506212357,0.0
51.173,0.011524254229200257,0.0
51.193,0.011580180559407495,0.0
51.213,0.011753724718046752,0.0
51.233,0.011830442391850658,0.0
51.253,0.012024593900072284,0.0
51.273,0.012088963772904734,0.0
51.293,0.011969120084404797,0.0
51.313,0.012623556635950706,0.0
51.333,0.012137841844299897,0.0
51.353,0.011821607348647649,0.0
51.373,0.011766733602282638,0.0
51.393,0.012081518352792238,0.0
51.413,0.012704039120473184,0.0
51.433,0.013808496037834048,0.0
51.453,0.014200819720476213,0.0
51.473,0.014649647922801821,0.0
51.493,0.014906032303853569,0.0
51.513,0.014717147805325194,0.0
51.533,0.014367077941374158,0.0
51.553,0.013461605088979705,0.0
51.573,0.012674028395456751,0.0
51.593,0.011732480007820095,0.0
51.613,0.011577370619365819,0.0
51.633,0.011219456160335666,0.0
51.653,0.010873027193983077,0.0
51.673,0.011382056956214479,0.0
51.693,0.010522272045028765,0.0
51.713,0.010151254218583965,0.0
51.733,0.010385008917818576,0.0
51.753,0.01002565314508548,0.0
51.773,0.010060992879031602,0.0
51.793,0.009618435171290537,0.0
51.813,0.009271720397879404,0.0
51.833,0.009456598123237004,0.0
51.853,0.00888673767568556,0.0
51.873,0.008561353588907354,0.0
51.893,0.008384346324864123,0.0
51.913,0.008122800385227067,0.0
51.933,0.007339295025101831,0.0
51.953,0.006835250291487718,0.0
51.973,0.005749882177317209,0.0
51.993,0.005694858682432789,0.0
52.013,0.005191692335142248,0.0
52.033,0.0052580062522365155,0.0
52.053,0.004932987433694658,0.0
52.073,0.00479049020527333,0.0
52.093,0.0046798361379640835,0.0
52.113,0.003956877905845759,0.0
52.133,0.003763769769509142,0.0
52.153,0.0038666718750632557,0.0
52.173,0.004386371012685892,0.0
52.193,0.004159258723530429,0.0
52.213,0.0037847269820798965,0.0
52.233,0.004231839650852364,0.0
52.253,0.0038340408385956403,0.0
52.273,0.0041420958506658695,0.0
52.293,0.00371970571043569,0.0
52.313,0.003016054997654057,0.0
52.333,0.0033091141379110985,0.0
52.353,0.004439529671077604,0.0
52.373,0.004417528974163864,0.0
52.393,0.0039802659810816215,0.0
52.413,0.0031785096776172045,0.0
52.433,0.003966185375836687,0.0
52.453,0.0039930772469498,0.0
52.473,0.0042532570548693745,0.0
52.493,0.00409239688912074,0.0
52.513,0.0042704539588898915,0.0
52.533,0.004029739913621633,0.0
52.553,0.00384852137694222,0.0
52.573,0.003894288217365046,0.0
52.593,0.0034599500309896807,0.0
52.613,0.004413222100500537,0.0
52.633,0.004714068876679367,0.0
52.653,0.004908630483277897,0.0
52.673,0.004153933482400286,0.0
52.693,0.004052720929207032,0.0
52.713,0.004061383321112166,0.0
52.733,0.0036797152788566553,0.0
52.753,0.002909982256889334,0.0
52.773,0.002989682799238193,0.0
52.793,0.002468529850622026,0.0
52.813,0.0022791753924372472,0.0
52.833,0.0032736438893981503,0.0
52.853,0.0024137401221039708,0.0
52.873,0.003068577618897824,0.0
52.893,0.0031767818984911353,0.0
52.913,0.0027525520908043876,0.0
52.933,0.0031188050345334253,0.0
52.953,0.00296607336905225,0.0
52.973,0.003012660590767248,0.0
52.993,0.0028898908737913422,0.0
53.013,0.003666940924860373,0.0
